# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-138 b,Confirmed,0.00021,0.00012,0.00019,,,,0.047,0.003,0.003,10.3126,0.0006,0.0004,0.0746,,,0.0,,,89.95,,,,2014,2021-02-05,,,,,,,2455688.4142,0.0027,0.0027,2454966.51557,0.00208,0.00208,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"KOI-314.03, K000314.03, KOI-314b, 2MASS J19213157+4317347 b, K00314.03, KIC 7603200 b, WISE J192131.55+431734.9  b",,Kepler-138,290.381547,43.292973,,,10.293,9.68,9.506,66.99,0.11,0.11,-0.28,0.099,0.099,0.52,0.06,0.06,0.44,0.02,0.02,M1 V,,,,3841.0,49.0,49.0,,,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9"
Kepler-15 b,Confirmed,0.66,0.09,0.09,,,,0.96,0.07,0.07,4.942782,1.3e-06,1.3e-06,0.05714,0.00093,0.00093,0.06,,,87.44,1.5,1.5,,2011,2021-02-05,,,,,,,2454969.328651,9.6e-05,8.4e-05,2454969.32865,9.6e-05,9.6e-05,,,,,,,0.554,0.024,0.023,,,,78.7,9.5,8.5,1225.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19444814+4908244 b, K00128.01, KIC 11359879 b, KOI-128 b, KOI-128.01, WISE J194448.21+490824.1  b",,Kepler-15,296.200595,49.140125,13.8,,12.578,12.282,,755.38,11.56,11.56,0.36,0.07,0.07,1.02,0.05,0.04,0.99,0.07,0.06,,3.7,-3.6,1.5,5515.0,130.0,122.0,,,"2MASS J19444814+4908244, KIC 11359879, KOI-128, WISE J194448.21+490824.1"
Kepler-150 f,Confirmed,0.0283,0.00475,0.00431,,,,0.325,0.035,0.046,637.2093,0.0154,0.0169,1.24,0.45,0.29,,,,90.0,0.19,0.19,,2017,2021-02-05,,,,,,,2455979.2422,0.0077,0.0082,,,,,,,,,,0.0,0.77,0.77,,,,0.72,0.12,0.12,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19125618+4031152 f, KIC 5351250 f, KOI-408 f, WISE J191256.18+403115.1 f",,Kepler-150,288.234084,40.520905,,,13.817,13.422,13.367,914.4,17.46,17.46,-0.136,,,,,,0.94,0.14,0.14,,,,,5560.0,100.0,100.0,,,"2MASS J19125618+4031152, KIC 5351250, KOI-408, WISE J191256.18+403115.1"
Kepler-1514 b,Confirmed,5.28,0.22,0.22,,,,1.108,0.025,0.025,217.83184,0.00012,0.00012,0.753,0.014,0.014,0.401,0.014,0.014,89.944,0.01,0.013,,2016,2021-02-05,-75.28,0.71,0.75,2454981.75,0.74,0.74,2455071.81411,0.00046,0.00046,2455071.81411,0.00046,0.00046,,,,,,,0.169,0.039,0.03,,,,172.5,3.0,3.0,388.0,6.0,6.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19303059+3751364 b, K03681.01, KIC 2581316 b, KOI-3681 b, KOI-3681.01, TIC 137685450 b, TYC 3135-497-1 b, WISE J193030.59+375136.5 b",,Kepler-1514,292.627466,37.860133,,,10.953,10.728,10.688,389.3,5.9,6.1,0.119,0.075,0.08,1.2,0.06,0.07,1.29,0.03,0.03,,2.9,-1.3,1.6,6145.0,80.0,99.0,,,"2MASS J19303059+3751364, KIC 2581316, KOI-3681, TIC 137685450, TYC 3135-497-1, WISE J193030.59+375136.5"
Kepler-1520 b,Confirmed,6.3e-05,0.0,2.989,,,,,,,0.65355357,1.6e-07,1.6e-07,0.013,,,,,,,,,,2016,2022-04-22,,,,,,,2454965.05923,0.000202,0.000202,2455399.824,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19235189+5130170 b, K03794.01, KIC 12557548 b, KOI-3794 b, KOI-3794.01, WISE J192351.88+513017.0 b",Na,Kepler-1520,290.966214,51.504723,16.0,,14.021,13.433,,636.0,27.47,27.1,0.04,0.152,0.144,0.76,0.04,0.03,0.71,0.03,0.03,K4V,4.47,-2.53,5.8,4677.0,71.28,82.29,,,"Kepler-1520, 2MASS J19235189+5130170, KIC 12557548, KOI-3794, WISE J192351.88+513017.0"
Kepler-16 (AB) b,Confirmed,0.333,0.016,0.016,,,,0.7538,0.0023,0.0023,228.776,0.037,0.037,0.7048,0.001,0.001,0.00685,0.00146,0.00146,90.0322,0.0023,0.0023,,2011,2013-08-30,318.0,22.0,22.0,,,,,,,2455212.12316,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-16 (AB),289.075,51.7575,12.0,,,,,,,,-0.3,0.2,0.2,0.8499,0.017,0.017,0.65,0.0,0.0,K,,,,4450.0,150.0,150.0,,,
Kepler-160 d,Confirmed,0.31463,,,,,,,,,30.0,23.0,20.0,0.17,0.11,0.1,,,,86.9,2.1,2.0,,2020,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19110565+4252094 d, KIC 7269974 d, WISE J191105.67+425209.5 d",,Kepler-160,287.773581,42.869286,,,13.46,13.101,13.052,962.92,16.95,16.95,-0.361,,,,,,1.12,0.04,0.01,,,,,5471.0,37.0,115.0,,,"2MASS J19110565+4252094, KIC 7269974, KOI-456, WISE J191105.67+425209.5"
Kepler-1647 (AB) b,Confirmed,1.52,0.65,0.65,,,,1.06,0.01,0.01,1107.5923,0.0227,0.0227,2.7205,0.007,0.007,0.0581,0.0689,0.0689,90.0972,0.0035,0.0035,,2015,2016-10-14,155.0464,146.5723,146.5723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,Kepler-1647 (AB),298.150000012,40.656111129,13.78,,,,,,,,,,,2.1885,0.01,0.01,1.79,0.006,0.006,,,,,6210.0,100.0,100.0,,,
Kepler-1654 b,Confirmed,0.5,,,,,,0.819,0.17,0.19,1047.8356,0.0019,0.0018,2.026,0.035,0.037,0.26,0.11,0.21,89.982,0.017,0.012,,2018,2021-02-05,81.0,71.0,73.0,,,,2455375.1341,0.0015,0.0014,2455375.1341,0.0015,0.0014,,,,,,,0.114,0.079,0.11,,,,2.7,3.3,3.2,206.0,3.5,3.7,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J18484459+4426041 b, KIC 8410697 b, WISE J184844.57+442604.1 b",,Kepler-1654,282.185812,44.434486,,,12.281,11.934,,577.6,3.95,3.95,-0.088,0.095,0.097,1.01,0.05,0.06,1.18,0.02,0.03,G5 V,5.0,,,5597.0,93.0,95.0,,,"2MASS J18484459+4426041, KIC 8410697, WISE J184844.57+442604.1"
Kepler-1655 b,Confirmed,0.01573,0.00881,0.00975,,,,0.197,0.007,0.007,11.8728787,8.5e-06,8.5e-06,0.103,0.001,0.001,0.0,0.0,0.36,87.62,0.55,0.55,,2018,2021-02-05,-71.0,92.0,92.0,,,,2455013.89795,0.00069,0.00069,2455013.89795,0.00069,0.00069,,,,,,,0.85,0.13,0.13,,,,1.47,0.8,0.88,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19064546+3912428 b, K00280.01, KIC 4141376 b, KOI-280 b, KOI-280.01, WISE J190645.48+391243.3 b",,Kepler-1655,286.689452,39.211929,11.05,,10.065,9.849,,214.58,0.99,0.99,-0.24,0.05,0.05,1.03,0.04,0.04,1.03,0.02,0.02,G0 V,2.56,1.06,1.06,6148.0,71.0,71.0,,,"2MASS J19064546+3912428, KIC 4141376, KOI-280, WISE J190645.48+391243.3"
Kepler-1656 b,Confirmed,0.1504,0.0104,0.0195,,,,0.448,0.047,0.047,31.562,0.11,0.11,0.1974,0.0026,0.0026,0.838,0.029,0.045,89.31,0.51,0.47,,2018,2022-04-04,53.9,6.4,6.7,,,,2455010.2061,0.00081,0.00083,2455011.47,0.9,0.9,,,,,,,0.083,0.057,0.065,,,,17.1,1.6,5.3,651.0,47.0,51.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J18575331+3954425 b, K00367.01, KIC 4815520 b, KOI-367 b, KOI-367.01, WISE J185753.33+395442.7 b",,Kepler-1656,284.472168,39.911824,11.6,,10.046,9.715,,186.88,0.83,0.83,0.19,0.04,0.04,1.03,0.04,0.04,1.1,0.13,0.13,,6.31,2.9,2.1,5731.0,60.0,60.0,,,"KOI-367, KIC-4815520, 2MASS J18575331+3954425, KIC 4815520, WISE J185753.33+395442.7"
Kepler-1656 c,Confirmed,0.3977,0.091,0.091,,,,,,,1919.0,24.0,27.0,3.053,0.05,0.05,0.527,0.054,0.05,89.31,0.51,0.51,,2022,2022-04-04,81.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,6.35,0.52,0.56,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Kepler-1656,284.472168,39.911824,11.6,,10.046,9.715,,186.88,0.83,0.83,0.19,0.04,0.04,1.03,0.04,0.04,1.1,0.13,0.13,,6.31,2.9,2.1,5731.0,60.0,60.0,,,"KOI-367, KIC-4815520, 2MASS J18575331+3954425, KIC 4815520, WISE J185753.33+395442.7"
Kepler-1658 b,Confirmed,5.88,,,,,,1.07,0.05,0.05,3.84937278,8e-07,8e-07,0.0544,0.0007,0.0007,0.0628,0.0185,0.0197,76.52,0.59,0.58,,2019,2021-02-05,-7.73,3.37,1.93,,,,2455005.9241,0.000167,0.000169,,,,,,,,,,0.9471,0.0032,0.0025,,,,580.83,42.94,43.13,,,,,,0.785,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19372557+3856505 b, K00004.01, KIC 3861595 b, KOI-4.01, TYC 3135-652-1 b, WISE J193725.57+385650.4 b",,Kepler-1658,294.356546,38.947376,11.0,,10.475,10.266,,806.07,17.71,17.71,-0.18,0.1,0.1,1.45,0.06,0.06,2.89,0.11,0.13,,,,,6216.0,78.0,78.0,,,"2MASS J19372557+3856505, KIC 3861595, KOI-4, TYC 3135-652-1, WISE J193725.57+385650.4"
Kepler-167 d,Confirmed,0.006,0.003,0.003,,,,0.107,0.004,0.004,21.803855,0.000119,7.8e-05,0.1405,0.0071,0.005,0.12,,,89.352,0.14,0.09,,2016,2021-02-05,,,,,,,2455669.7934,0.0018,0.0015,2455669.7934,0.0018,0.0018,,,,,,,0.474,0.063,0.076,,,,,,,536.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19303802+3820434 d, K00490.04, KIC 3239945 d, KOI-490 d, KOI-490.04, Kepler-167 A d, WISE J193038.04+382043.8 d",,Kepler-167,292.658441,38.345413,,,12.446,11.974,11.832,330.0,10.0,10.0,-0.03,0.08,0.08,0.77,0.03,0.02,0.73,0.01,0.02,K4,3.3,-0.8,5.8,4890.0,50.0,50.0,,,"2MASS J19303802+3820434, KIC 3239945, KOI-490, Kepler-167 A, WISE J193038.04+382043.8"
Kepler-167 e,Confirmed,4.0,3.7,46.0,,,,0.906,0.021,0.021,1071.23228,0.00056,0.00056,1.89,0.067,0.068,0.062,0.104,0.043,89.976,0.005,0.007,,2016,2021-02-05,201.0,166.0,149.0,,,,2455253.28699,0.0004,0.00039,2455253.28654,0.00042,0.00042,,,,,,,0.233,0.068,0.049,,,,,,,131.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19303802+3820434 e, K00490.02, KIC 3239945 e, KOI-490 e, KOI-490.02, Kepler-167 A e, WISE J193038.04+382043.8 e","CH4, H2O, NH3",Kepler-167,292.658441,38.345413,,,12.446,11.974,11.832,330.0,10.0,10.0,-0.03,0.08,0.08,0.77,0.03,0.02,0.73,0.01,0.02,K4,3.3,-0.8,5.8,4890.0,50.0,50.0,,,"2MASS J19303802+3820434, KIC 3239945, KOI-490, Kepler-167 A, WISE J193038.04+382043.8"
Kepler-17 b,Confirmed,2.45,0.014,0.014,,,,1.31,0.02,0.02,1.4857108,2e-07,2e-07,0.02591,0.00037,0.00037,0.011,inf,nan,87.2,0.15,0.15,3.2e-05,2011,2021-02-05,,,,,,,2455185.678035,2.6e-05,2.3e-05,2455185.67803,2.6e-05,2.6e-05,,,,,,,0.268,0.012,0.014,,,,419.5,15.6,13.3,1570.0,200.0,200.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19533486+4748540 b, K00203.01, KIC 10619192 b, KOI-203 b, KOI-203.01, WISE J195334.86+474853.9  b",,Kepler-17,298.395274,47.815006,14.0,,12.992,12.67,,800.0,100.0,100.0,0.26,0.1,0.1,1.16,0.06,0.06,1.05,0.03,0.03,G2 V,1.78,inf,nan,5781.0,85.0,85.0,,,"2MASS J19533486+4748540, KIC 10619192, KOI-203, WISE J195334.86+474853.9"
Kepler-1705 b,Confirmed,0.01406,0.00135,0.00151,,,,0.1811,0.0125,0.0107,9.03502,0.00064,0.0005,0.08,,,0.033,0.02,0.073,88.79,0.66,0.76,,2017,2021-10-25,35.0,112.0,83.0,,,,,,,2454972.923,2454832.9621,2454833.0379,,,,10.1,3.3,4.85,0.32,0.2,0.17,,,,,,,789.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-4772 b,,Kepler-1705,301.57855,44.31218,,15.279,14.21,13.868,13.735,,,,-0.52,0.26,0.32,0.838,0.079,0.101,0.768,0.056,0.332,,,,,5775.0,172.0,194.0,,,KOI-4772
Kepler-1705 c,Confirmed,0.01705,0.00179,0.00192,,,,0.1829,0.0134,0.0134,11.28,0.001,0.001,0.0416,,,0.028,0.018,0.064,89.89,0.7,0.7,,2017,2021-10-25,322.0,112.0,175.0,,,,,,,2454966.936,2454832.9878,2454833.0122,,,,94.75,3.06,4.3,0.34,0.21,0.19,,,,,,,1095.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-4772 c,,Kepler-1705,301.57855,44.31218,,15.279,14.21,13.868,13.735,,,,-0.52,0.26,0.32,0.838,0.079,0.101,0.768,0.056,0.332,,,,,5775.0,172.0,194.0,,,KOI-4772
Kepler-1708 b,Confirmed,4.6,4.6,0.0,,,,0.8886,0.054,0.054,737.1131,0.0077,0.00146,1.64,0.1,0.1,0.4,0.4,0.0,,,,,2021,2022-01-20,,,,,,,,,,,,,,,,,,,0.37,0.37,0.0,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-1708,296.825000006,43.624722241,16.0,,,,,1667.0,91.0,102.0,0.0,,,1.088,0.072,0.072,1.117,0.064,0.064,,3.16,2.26,2.26,6157.0,202.0,231.0,,,
Kepler-1708 b-i,Confirmed,0.116,0.116,0.0,,,,0.2329,0.0384,0.0384,4.6,1.8,3.1,0.05,0.01,0.018,,,,9.0,45.0,38.0,,2021,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-1708,296.825000006,43.624722241,16.0,,,,,1667.0,91.0,102.0,0.0,,,1.088,0.072,0.072,1.117,0.064,0.064,,3.16,2.26,2.26,6157.0,202.0,231.0,,,
Kepler-18 b,Confirmed,0.022,0.011,0.011,,,,0.178,0.009,0.009,3.504725,2.8e-05,2.8e-05,0.0447,0.0006,0.0006,0.0,,,84.92,0.26,0.26,,2011,2021-02-05,,,,,,,2454966.5068,0.0021,0.0021,2454966.5068,0.0021,0.0021,,,,,,,0.771,0.025,0.025,,,,5.2,2.4,2.4,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 b, GSC 03149-02089 b, K00137.03, KIC 8644288 b, KOI-137 b, KOI-137.03, WISE J195219.06+444446.6  b",,Kepler-18,298.079439,44.746321,14.0,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10.0,2.3,2.3,5345.0,100.0,100.0,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6"
Kepler-18 c,Confirmed,0.054,0.006,0.006,,,,0.49,0.023,0.023,7.64159,3e-05,3e-05,0.0752,0.0011,0.0011,0.0,,,87.68,0.22,0.22,,2011,2021-02-05,,,,,,,2455167.0883,0.0023,0.0023,2455167.0883,0.0023,0.0023,,,,,,,0.593,0.05,0.05,,,,5.1,1.9,1.9,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 c, GSC 03149-02089 c, K00137.01, KIC 8644288 c, KOI-137 c, KOI-137.01, WISE J195219.06+444446.6  c",,Kepler-18,298.079439,44.746321,14.0,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10.0,2.3,2.3,5345.0,100.0,100.0,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6"
Kepler-18 d,Confirmed,0.052,0.004,0.004,,,,0.623,0.029,0.029,14.85888,4e-05,4e-05,0.1172,0.0017,0.0017,0.0,,,88.07,0.1,0.1,,2011,2021-02-05,,,,,,,2455169.1776,0.0013,0.0013,2455169.1776,0.0013,0.0013,,,,,,,0.767,0.024,0.024,,,,7.3,2.1,2.1,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 d, GSC 03149-02089 d, K00137.02, KIC 8644288 d, KOI-137 d, KOI-137.02, WISE J195219.06+444446.6  d",,Kepler-18,298.079439,44.746321,14.0,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10.0,2.3,2.3,5345.0,100.0,100.0,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6"
Kepler-19 b,Confirmed,0.02643,0.00472,0.00503,,,,0.198,0.004,0.004,9.28716,6e-05,4e-05,0.085,0.0015,0.0006,0.12,0.02,0.02,89.94,0.44,0.44,,2011,2021-02-05,59.1,11.7,68.9,,,,,,,2454959.70597,0.00036,0.00036,,,,,,,,,,,,,2.3,0.5,0.5,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19214099+3751064 b, GSC 03134-01549 b, K00084.01, KIC 2571238 b, KOI-84 b, KOI-84.01, TYC 3134-01549-1 b, WISE J192141.02+375106.1  b",,Kepler-19,290.420839,37.851786,12.0,,10.719,10.375,,219.95,0.98,0.98,-0.08,0.02,0.02,0.94,0.04,0.04,0.86,0.02,0.02,,1.9,1.7,1.7,5544.0,20.0,20.0,,,"2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1"
Kepler-197 c,Confirmed,0.017,0.0091,0.01,,,,0.11,0.004,0.004,10.349695,4.5e-05,4.5e-05,0.09,,,0.08,0.08,0.21,,,,,2014,2021-02-05,,,,,,,2455007.06421,0.00254,0.00254,,,,,,,,,,0.22,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19405434+5033323 c, K00623.01, KIC 12068975 c, KOI-623 c, KOI-623.01, Kepler-197 A c, WISE J194054.30+503332.4  c",,Kepler-197,295.226435,50.559006,,,10.814,10.577,10.535,333.75,2.36,2.36,-0.533,,,,,,1.12,0.03,0.03,,,,,6004.0,102.0,102.0,,,"2MASS J19405434+5033323, KIC 12068975, KOI-623, Kepler-197 A, WISE J194054.30+503332.4"
Kepler-20 b,Confirmed,0.03052,0.00453,0.00444,,,,0.167,0.003,0.006,3.69611525,8.7e-07,1.15e-06,0.0463,0.0015,0.0009,0.03,0.03,0.09,87.355,1.594,0.215,0.000156,2011,2021-02-05,,,,,,,2454967.502014,0.000217,0.000253,2454967.50201,0.000217,0.000253,,,,,,,,,,,,,4.2,0.65,0.55,1105.0,37.0,37.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 b, K00070.02, KIC 6850504 b, KOI-70 b, KOI-70.02, Kepler-20 A b, WISE J191047.52+422019.0  b",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495.0,50.0,50.0,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-20 c,Confirmed,0.04012,0.00705,0.00683,,,,0.272,0.005,0.006,10.85409089,2.6e-06,3.03e-06,0.0949,0.0023,0.0027,0.16,0.09,0.01,89.815,0.632,0.036,0.000321,2011,2021-02-05,,,,,,,2454971.607955,0.000202,0.000248,2454971.60795,0.000202,0.000248,,,,,,,,,,,,,3.84,0.63,0.67,772.0,26.0,26.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 c, K00070.01, KIC 6850504 c, KOI-70 c, KOI-70.01, Kepler-20 A c, WISE J191047.52+422019.0  c",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495.0,50.0,50.0,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-20 d,Confirmed,0.03168,0.0116,0.0125,,,,0.245,0.005,0.007,77.61130017,0.00011588,0.00012305,0.3506,0.0101,0.0081,0.6,inf,nan,89.708,0.053,0.165,0.001191,2011,2021-02-05,,,,,,,2454997.7303,0.001577,0.001179,2454997.7303,0.001577,0.001179,,,,,,,,,,,,,1.57,0.57,0.62,401.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 d, K00070.03, KIC 6850504 d, KOI-70 d, KOI-70.03, Kepler-20 A d, WISE J191047.52+422019.0  d",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495.0,50.0,50.0,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-20 e,Confirmed,0.0097,inf,nan,,,,0.077,0.002,0.002,6.09852281,1.351e-05,6.08e-06,0.0639,0.0014,0.0019,,,,87.632,0.128,1.085,0.000175,2011,2021-02-05,,,,,,,2454968.931544,0.000732,0.002223,2454968.93154,0.000732,0.002223,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 e, K00070.04, KIC 6850504 e, KOI-70 e, KOI-70.04, Kepler-20 A e, WISE J191047.52+422019.0  e",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495.0,50.0,50.0,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-20 f,Confirmed,0.045,,,,,,0.089,0.008,0.004,19.57758478,0.00012256,9.037e-05,0.1396,0.0035,0.0036,,,,88.788,0.072,0.426,0.000379,2011,2021-02-05,,,,,,,2454968.20706,0.004332,0.006076,2454968.20706,0.004332,0.006076,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 f, K00070.05, KIC 6850504 f, KOI-70 f, KOI-70.05, Kepler-20 A f, WISE J191047.52+422019.0  f",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495.0,50.0,50.0,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-21 b,Confirmed,0.01598,0.00541,0.00541,,,,0.146,0.001,0.002,2.78578,3e-05,3e-05,0.042717,0.0,0.0,0.02,0.02,0.1,83.2,0.26,0.28,0.000394,2012,2021-02-05,-15.0,79.0,79.0,2456797.9,0.7,0.7,2456798.7188,0.0001,0.0001,2455093.83716,0.00085,0.00062,,,,,,,0.584,0.02,0.018,,,,1.99,0.65,0.65,2025.0,,,,,,,,,Announced on a professional conference,Primary Transit,,Primary Transit,"Kepler-21 b, 2MASS J19092683+3842505 b, BD+38 3455 b, HD 179070 b, HIP 94112 b, K00975.01, KIC 3632418 b, KOI-975 b, KOI-975.01, Kepler-21 A b, SAO 67891 b, TYC 3120-00963-1 b, WISE J190926.86+384250.7  b",,Kepler-21,287.361816,38.714016,8.27,,7.229,7.031,,108.86,0.38,0.38,-0.03,0.1,0.1,1.41,0.03,0.02,1.9,0.01,0.02,F6 IV,3.03,-0.35,0.35,6305.0,50.0,50.0,,,"Kepler-21, 2MASS J19092683+3842505, BD+38 3455, HD 179070, HIP 94112, KIC 3632418, KOI-975, Kepler-21 A, SAO 67891, TYC 3120-00963-1, WISE J190926.86+384250.7"
Kepler-22 b,Confirmed,0.113,,,,,,0.212,0.012,0.012,289.8623,0.02,0.02,0.849,0.018,0.018,0.0,,,89.764,0.042,0.042,0.004468,2011,2021-02-05,,,,,,,2454966.6983,0.0023,0.0023,2454966.6983,0.0023,0.0023,,,,,,,0.768,0.078,0.132,,,,,,,262.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19165219+4753040 b, K00087.01, KIC 10593626 b, KOI-87 b, KOI-87.01, WISE J191652.14+475303.2  b",,Kepler-22,289.217484,47.884464,12.0,,10.523,10.211,,190.0,,,-0.29,0.06,0.06,0.97,0.06,0.06,0.98,0.02,0.02,G5 V,,,,5518.0,44.0,44.0,,,"2MASS J19165219+4753040, KIC 10593626, KOI-87, WISE J191652.14+475303.2"
